Sale ID,Product ID,Seller First Name,Seller Last Name,Seller Employee ID,Buyer Name,Sale Date,Quantity,Unit Price,Total Price,Sale Status
SALE1253,PROD106,Victoria,Case,EMP1058,David Smith,5/13/2014,1,58.72,58.72,Pending
SALE1254,PROD110,Jamie,Alvarez,EMP1039,Michael Williams,1/1/2001,7,71.28,498.96,Completed
SALE1255,PROD105,Alan,Smith,EMP1049,Emily Brown,6/29/1985,10,88.24,882.4,Completed
SALE1256,PROD107,Ronald,Kelley,EMP1205,John Smith,2/26/1997,3,41.78,125.34,Cancelled
SALE1257,PROD113,Antonio,Hansen,EMP1139,Sarah Williams,4/11/1979,9,7.72,69.48,Pending
SALE1258,PROD101,Danielle,Rosales,EMP1164,David Garcia,7/21/2012,3,94.54,283.62,Cancelled
SALE1259,PROD112,Kimberly,Torres MD,EMP1008,Michael Garcia,8/19/1986,3,43.35,130.05,Pending
SALE1260,PROD109,Michael,Liu,EMP1243,Laura Johnson,7/28/1969,8,59.55,476.4,Pending
SALE1261,PROD101,Richard,Rogers,EMP1104,David Williams,2/25/1960,1,93.98,93.98,Cancelled
SALE1262,PROD105,Kimberly,Torres MD,EMP1008,John Johnson,6/21/1989,8,80.33,642.64,Cancelled
SALE1263,PROD113,Stephanie,Castillo,EMP1213,David Brown,11/23/1991,9,39.95,359.55,Pending
SALE1264,PROD114,Michael,Gregory,EMP1067,Sarah Johnson,8/26/1975,10,73.32,733.2,Cancelled
SALE1265,PROD112,Jesse,Hansen,EMP1015,Sarah Williams,9/30/2017,7,65.24,456.68,Pending
SALE1266,PROD107,Ronald,Rodriguez,EMP1231,Sarah Garcia,10/31/1970,7,54.57,381.99,Completed
SALE1267,PROD115,Robert,Weber,EMP1211,David Williams,4/21/1977,8,99.92,799.36,Completed
SALE1268,PROD101,Dennis,Barker,EMP1152,David Jones,7/8/1991,6,78.29,469.74,Cancelled
SALE1269,PROD103,Suzanne,Adams,EMP1203,David Smith,2/2/2015,6,83.57,501.42,Completed
SALE1270,PROD112,Andrea,Wise,EMP1226,Sarah Johnson,7/24/1977,1,70.62,70.62,Cancelled
SALE1271,PROD109,Scott,Brown,EMP1098,Laura Brown,11/9/1994,3,23.17,69.51,Completed
SALE1272,PROD102,Raven,Adams,EMP1178,John Garcia,8/11/2001,2,19.83,39.66,Cancelled
SALE1273,PROD110,Daniel,Suarez MD,EMP1043,Michael Smith,1/2/1994,3,66.76,200.28,Pending
SALE1274,PROD104,Thomas,Ortega,EMP1261,Sarah Jones,8/19/2000,7,65.81,460.67,Completed
SALE1275,PROD118,David,Williams,EMP1176,John Brown,2/13/2022,2,83.65,167.3,Pending
SALE1276,PROD108,Michelle,Alexander,EMP1142,Michael Williams,11/26/1975,10,21.53,215.3,Pending
SALE1277,PROD100,Scott,Ferguson,EMP1196,Emily Williams,8/3/1969,10,42.01,420.1,Pending
SALE1278,PROD106,Raven,Adams,EMP1178,David Smith,6/14/1999,9,57.46,517.14,Pending
SALE1279,PROD104,Jackson,Ramirez,EMP1033,Emily Brown,3/11/2006,2,16.34,32.68,Cancelled
SALE1280,PROD109,Tiffany,Williams,EMP1198,David Johnson,10/25/1999,10,68.47,684.7,Completed
SALE1281,PROD120,Christopher,May,EMP1031,John Brown,9/21/1995,10,12.39,123.9,Pending
SALE1282,PROD106,Robert,Peters,EMP1288,Sarah Williams,11/5/1973,6,11.18,67.08,Completed
SALE1283,PROD116,Alicia,Taylor,EMP1011,Sarah Jones,2/13/2019,1,34.5,34.5,Pending
SALE1284,PROD119,Loretta,Ross,EMP1050,Sarah Smith,6/30/1966,7,42.38,296.66,Cancelled
SALE1285,PROD101,Jessica,Moore,EMP1197,David Garcia,10/22/1985,10,57.42,574.2,Cancelled
SALE1286,PROD110,Shannon,Scott,EMP1266,Emily Smith,3/12/1990,9,73.57,662.13,Completed
SALE1001,PROD118,Susan,Horn,EMP1157,Sarah Brown,2/29/1996,4,88.99,355.96,Completed
SALE1288,PROD115,Michael,Vega,EMP1101,John Garcia,4/28/1976,5,53.14,265.7,Pending
SALE1289,PROD107,Melinda,Williams,EMP1193,Emily Brown,12/9/1987,3,65.52,196.56,Pending
SALE1290,PROD114,Linda,Bailey,EMP1086,John Garcia,6/13/2003,2,15.91,31.82,Completed
SALE1291,PROD107,Terri,Lang,EMP1216,Sarah Jones,4/21/2018,1,8.2,8.2,Pending
SALE1292,PROD118,Scott,Ferguson,EMP1196,Emily Johnson,9/30/1968,10,27.35,273.5,Cancelled
SALE1036,PROD111,Kelly,Glenn,EMP1241,Laura Johnson,5/9/1964,10,10.96,109.6,Pending
SALE1294,PROD113,Lori,Perez,EMP1292,Sarah Williams,3/4/1978,4,17.17,68.68,Pending
SALE1028,PROD105,Larry,Price,EMP1242,Michael Jones,4/2/1990,9,15.93,143.37,Pending
SALE1296,PROD110,Alex,Anderson,EMP1077,Sarah Jones,4/5/1995,7,24.68,172.76,Pending
SALE1297,PROD115,Joshua,Brown,EMP1017,David Williams,7/21/1996,2,75.96,151.92,Pending
SALE1298,PROD109,Lori,Perez,EMP1292,Laura Brown,4/24/1980,8,41.38,331.04,Completed
SALE1299,PROD119,Anna,Murphy DDS,EMP1227,Emily Johnson,7/14/1996,1,23.9,23.9,Cancelled
SALE1300,PROD120,James,Carter,EMP1273,Emily Jones,1/6/1998,6,91.55,549.3,Completed
SALE1301,PROD110,Mark,Sims,EMP1018,David Jones,2/8/1991,7,5.06,35.42,Completed
SALE1302,PROD119,Robert,Peters,EMP1288,Emily Jones,5/15/1971,4,64.29,257.16,Completed
SALE1303,PROD106,Daniel,Suarez MD,EMP1043,Laura Jones,9/5/1993,5,79.53,397.65,Pending
SALE1304,PROD116,Kristina,Hodge,EMP1042,John Smith,4/26/1987,4,52.68,210.72,Completed
SALE1305,PROD100,Suzanne,Adams,EMP1203,Michael Johnson,10/1/2014,10,16.8,168,Completed
SALE1306,PROD118,Courtney,Adams,EMP1279,Sarah Smith,11/30/1962,10,31.03,310.3,Completed
SALE1307,PROD109,Kristin,Newman,EMP1172,John Smith,7/8/1999,5,52.58,262.9,Completed
SALE1308,PROD107,Dan,Carlson,EMP1171,Michael Jones,11/17/1992,9,20.32,182.88,Completed
SALE1309,PROD105,Thomas,Grant,EMP1254,Sarah Williams,4/8/1980,4,39.03,156.12,Cancelled
SALE1310,PROD116,Michael,Vega,EMP1101,Emily Williams,10/5/1974,3,45.2,135.6,Completed
SALE1311,PROD110,Amanda,Brady,EMP1175,Emily Smith,8/22/2012,10,12.31,123.1,Pending
SALE1312,PROD101,Marcus,Nichols,EMP1087,John Brown,7/11/2017,5,21.87,109.35,Cancelled
SALE1313,PROD114,Molly,Gonzalez,EMP1215,Emily Smith,6/17/2012,2,21.97,43.94,Cancelled
SALE1314,PROD119,Jared,Salinas,EMP1133,Emily Smith,11/30/1970,5,46.67,233.35,Cancelled
SALE1315,PROD120,Jessica,Hampton,EMP1115,John Brown,8/22/2010,6,28.62,171.72,Cancelled
SALE1316,PROD116,Cesar,Sanchez,EMP1028,Emily Smith,12/16/2026,2,46.44,92.88,Cancelled
SALE1317,PROD117,Melissa,Rios,EMP1191,David Johnson,4/17/2019,5,65.19,325.95,Pending
SALE1318,PROD109,James,Carter,EMP1273,Laura Johnson,8/19/1997,6,18.36,110.16,Pending
SALE1319,PROD119,Joshua,Wilson,EMP1032,Emily Brown,8/18/1971,6,27.55,165.3,Completed
SALE1320,PROD110,Shannon,Scott,EMP1266,John Smith,10/25/1986,7,21.04,147.28,Cancelled
SALE1321,PROD103,Carol,Giles,EMP1129,Laura Brown,12/16/2026,9,75.18,676.62,Pending
SALE1322,PROD120,Corey,Stevens,EMP1054,Emily Jones,11/15/2000,10,12.29,122.9,Completed
SALE1323,PROD109,Daniel,Mack,EMP1199,Michael Williams,10/15/1991,5,91.02,455.1,Pending
SALE1324,PROD104,Bryan,Park,EMP1065,John Brown,8/17/1989,8,19.76,158.08,Pending
SALE1325,PROD110,Colton,Castaneda,EMP1173,John Jones,11/26/1964,2,73.43,146.86,Cancelled
SALE1326,PROD114,Jennifer,Shaffer,EMP1267,David Williams,1/29/2006,9,67.78,610.02,Completed
SALE1327,PROD120,Patrick,Phillips,EMP1206,Emily Johnson,6/10/2003,6,52.06,312.36,Pending
SALE1328,PROD105,Madison,Parks,EMP1233,Sarah Brown,8/13/2010,7,83.64,585.48,Completed
SALE1329,PROD117,Angela,Black,EMP1251,Laura Jones,11/24/1965,3,61.43,184.29,Pending
SALE1330,PROD109,Carol,Giles,EMP1129,Michael Smith,12/16/2026,4,85.76,343.04,Completed
SALE1331,PROD103,Frances,Lawson,EMP1224,John Jones,1/3/2002,7,17.79,124.53,Completed
SALE1332,PROD114,Thomas,Ortega,EMP1261,Laura Jones,12/5/1993,4,17,68,Cancelled
SALE1333,PROD120,Thomas,Young,EMP1270,Michael Smith,12/16/2026,5,22.8,114,Pending
SALE1334,PROD117,Dana,Davis,EMP1194,Sarah Smith,2/18/1983,6,98.28,589.68,Pending
SALE1335,PROD111,Diane,Hess,EMP1023,Laura Jones,7/18/1998,6,76.12,456.72,Pending
SALE1336,PROD112,Christopher,Williams,EMP1163,Michael Garcia,10/26/1962,5,64.65,323.25,Completed
SALE1337,PROD114,Cindy,Watkins,EMP1252,David Williams,11/29/2018,8,28.21,225.68,Completed
SALE1338,PROD116,Jason,Davenport,EMP1125,David Brown,12/16/2026,5,17.57,87.85,Cancelled
SALE1039,PROD116,Makayla,Gonzales,EMP1278,Laura Smith,12/20/1984,3,59.82,179.46,Completed
SALE1340,PROD102,Emily,Fischer,EMP1094,Laura Smith,10/29/1985,4,49.34,197.36,Cancelled
SALE1341,PROD102,Michael,Liu,EMP1243,Sarah Garcia,9/19/1968,9,42.48,382.32,Completed
SALE1342,PROD119,Kimberly,Torres MD,EMP1008,Laura Brown,12/24/1988,2,15.5,31,Completed
SALE1343,PROD102,Paul,Harrell,EMP1148,John Garcia,9/22/1965,10,78.35,783.5,Pending
SALE1344,PROD117,Joshua,Hill,EMP1121,David Garcia,5/15/1970,3,72.23,216.69,Pending
SALE1345,PROD108,Robert,Herrera,EMP1182,Laura Johnson,3/7/1984,3,22.19,66.57,Pending
SALE1346,PROD106,Donald,Sherman,EMP1246,Michael Smith,6/9/1969,4,89.37,357.48,Completed
SALE1347,PROD112,Angela,Wright,EMP1005,Michael Brown,5/24/1994,8,72.7,581.6,Pending
SALE1348,PROD119,Joshua,Andrews,EMP1222,Sarah Smith,5/7/2005,8,93.22,745.76,Pending
SALE1349,PROD109,Sharon,Bass,EMP1001,John Garcia,8/9/1990,10,88.01,880.1,Cancelled
SALE1350,PROD111,Robert,Peters,EMP1288,Michael Johnson,3/21/1972,10,17.56,175.6,Completed
SALE1351,PROD102,Megan,Gonzalez,EMP1149,Sarah Brown,9/20/2011,6,14.19,85.14,Completed
SALE1352,PROD118,Madison,Parks,EMP1233,David Smith,5/29/2009,3,77.83,233.49,Pending
SALE1353,PROD106,Bailey,Hill,EMP1234,Michael Jones,4/25/1985,2,64.42,128.84,Cancelled
SALE1354,PROD119,Thomas,Young,EMP1270,Emily Smith,12/16/2026,8,84.55,676.4,Cancelled
SALE1355,PROD111,Shannon,Scott,EMP1266,Sarah Johnson,7/14/1986,1,83.23,83.23,Completed
SALE1356,PROD104,Thomas,Grant,EMP1254,David Brown,11/25/1982,5,50.78,253.9,Completed
SALE1010,PROD104,Kathy,Adams,EMP1027,Sarah Garcia,2/17/1998,8,92.55,740.4,Cancelled
SALE1358,PROD116,Joshua,Little,EMP1055,Laura Garcia,2/9/1998,4,93.06,372.24,Cancelled
SALE1359,PROD115,Patrick,Phillips,EMP1206,David Garcia,9/25/2000,3,89.76,269.28,Cancelled
SALE1360,PROD108,Ashley,Smith,EMP1230,Laura Smith,6/12/2016,10,64.15,641.5,Completed
SALE1361,PROD113,Thomas,Young,EMP1270,Emily Smith,12/16/2026,2,10.02,20.04,Cancelled
SALE1362,PROD100,Micheal,Mccoy,EMP1097,Laura Williams,6/26/2014,5,7.28,36.4,Cancelled
SALE1363,PROD108,William,Taylor,EMP1207,Emily Williams,11/13/1983,2,82.01,164.02,Cancelled
SALE1364,PROD104,Cindy,Watkins,EMP1252,Michael Johnson,11/8/2014,8,44.64,357.12,Completed
SALE1365,PROD103,Amber,Dawson,EMP1235,Michael Brown,11/13/1974,10,21.46,214.6,Cancelled
SALE1366,PROD103,Daniel,Mack,EMP1199,Michael Johnson,7/16/1991,1,44.89,44.89,Cancelled
SALE1367,PROD115,Madison,Parks,EMP1233,Emily Johnson,2/20/2008,3,84.48,253.44,Completed
SALE1368,PROD114,James,Carter,EMP1273,Sarah Smith,5/30/1995,1,74.66,74.66,Completed
SALE1369,PROD120,Karen,Fields,EMP1079,Michael Johnson,11/17/2003,9,94.17,847.53,Pending
SALE1370,PROD112,Melanie,Willis,EMP1130,John Brown,9/29/1986,4,11.29,45.16,Pending
SALE1015,PROD114,Caleb,Thompson,EMP1280,John Smith,12/9/1970,8,18.24,145.92,Cancelled
SALE1372,PROD105,Nancy,Fisher,EMP1232,Michael Garcia,6/17/1987,9,7.04,63.36,Pending
SALE1373,PROD120,Diane,Hess,EMP1023,Emily Garcia,7/14/2000,2,64.84,129.68,Cancelled
SALE1374,PROD104,Megan,Gonzalez,EMP1149,Sarah Brown,10/20/2010,5,42.89,214.45,Cancelled
SALE1375,PROD105,Shannon,Scott,EMP1266,Emily Williams,5/13/1984,1,17.48,17.48,Cancelled
SALE1376,PROD108,Charles,Foley,EMP1074,Emily Garcia,7/27/1978,10,94.98,949.8,Completed
SALE1377,PROD114,Alexander,Duncan,EMP1012,Sarah Williams,12/16/2026,10,50.74,507.4,Pending
SALE1378,PROD108,Robert,Carroll,EMP1090,David Brown,12/8/1968,6,24.24,145.44,Cancelled
SALE1379,PROD109,Susan,Horn,EMP1157,Laura Jones,10/25/1995,1,66.64,66.64,Pending
SALE1380,PROD104,Jacob,Dickerson,EMP1195,Michael Jones,3/28/1981,3,67.35,202.05,Cancelled
SALE1381,PROD101,Andrew,Thornton,EMP1013,Laura Johnson,5/19/1971,10,72.42,724.2,Pending
SALE1382,PROD105,Joshua,Brown,EMP1017,Emily Smith,9/24/1994,2,60.75,121.5,Cancelled
SALE1383,PROD102,Amanda,Brady,EMP1175,Sarah Brown,10/11/2011,10,18.9,189,Cancelled
SALE1384,PROD120,Amber,Dawson,EMP1235,Emily Brown,7/6/1975,5,32.83,164.15,Completed
SALE1385,PROD107,Michael,Liu,EMP1243,John Williams,4/8/1971,2,19.94,39.88,Cancelled
SALE1386,PROD112,Kristin,Newman,EMP1172,Sarah Jones,2/27/2003,3,71.49,214.47,Cancelled
SALE1387,PROD114,Donald,Sherman,EMP1246,Emily Jones,12/19/1975,1,68.48,68.48,Pending
SALE1388,PROD112,Mackenzie,Cox DVM,EMP1166,Michael Williams,6/14/1964,4,6.73,26.92,Pending
SALE1389,PROD104,Jessica,Hampton,EMP1115,Laura Johnson,7/28/2012,8,51.31,410.48,Cancelled
SALE1390,PROD105,Dana,Davis,EMP1194,Laura Garcia,7/14/1987,10,30.59,305.9,Pending
SALE1391,PROD107,Priscilla,Valdez,EMP1138,Laura Smith,5/31/2016,9,14.95,134.55,Pending
SALE1392,PROD120,Barbara,Jones,EMP1208,David Garcia,6/8/1975,4,13.06,52.24,Completed
SALE1393,PROD102,Danielle,Rosales,EMP1164,Emily Jones,6/20/2014,6,10.23,61.38,Completed
SALE1394,PROD105,Rebecca,Wright DDS,EMP1180,Michael Garcia,2/15/2017,4,83.95,335.8,Completed
SALE1395,PROD119,Molly,Gonzalez,EMP1215,Michael Williams,6/16/2016,10,42.58,425.8,Cancelled
SALE1020,PROD105,Joshua,Wilson,EMP1032,David Williams,6/22/1971,2,41.9,83.8,Cancelled
SALE1397,PROD111,Colton,Castaneda,EMP1173,Laura Jones,11/14/1965,10,55.47,554.7,Pending
SALE1398,PROD120,Alan,Smith,EMP1049,Michael Jones,3/22/1983,10,7.29,72.9,Completed
SALE1399,PROD110,David,Williams,EMP1176,Sarah Williams,2/6/2020,8,35.1,280.8,Cancelled
SALE1400,PROD116,Sarah,Williams,EMP1117,David Jones,5/9/1991,8,17.03,136.24,Pending
SALE1401,PROD117,Alan,Smith,EMP1049,Michael Garcia,1/30/1988,1,54.68,54.68,Completed
SALE1402,PROD101,Victoria,Case,EMP1058,Michael Williams,3/6/2014,8,28.68,229.44,Completed
SALE1403,PROD113,Tanner,Anderson,EMP1297,Sarah Williams,12/11/1994,1,14.83,14.83,Pending
SALE1404,PROD109,Bailey,Hill,EMP1234,Emily Williams,11/19/1983,2,36.86,73.72,Pending
SALE1405,PROD102,Micheal,Jackson,EMP1073,Sarah Brown,8/31/1975,3,66.92,200.76,Cancelled
SALE1406,PROD100,Cindy,Watkins,EMP1252,Sarah Williams,8/22/2017,4,73.44,293.76,Pending
SALE1407,PROD100,Jerome,Richard,EMP1024,Sarah Garcia,3/3/2003,3,52.47,157.41,Pending
SALE1408,PROD117,Cathy,Lewis,EMP1083,Michael Brown,10/18/1999,6,83.53,501.18,Cancelled
SALE1409,PROD118,Angela,Black,EMP1251,Emily Garcia,6/21/1966,10,83.81,838.1,Completed
SALE1410,PROD102,Jessica,Cox MD,EMP1154,Sarah Smith,6/11/1989,4,55.45,221.8,Pending
SALE1411,PROD110,Richard,Rogers,EMP1104,Emily Williams,12/3/1958,5,40.72,203.6,Cancelled
SALE1412,PROD116,Patrick,Brown,EMP1257,David Williams,3/23/1982,2,10.44,20.88,Completed
SALE1413,PROD112,Timothy,Miller,EMP1258,Michael Johnson,12/22/1986,1,97.07,97.07,Completed
SALE1414,PROD120,Adam,Briggs,EMP1229,Emily Williams,2/21/2001,5,68.44,342.2,Completed
SALE1415,PROD103,Michael,Price,EMP1134,Laura Smith,7/17/1971,4,8.49,33.96,Completed
SALE1416,PROD101,Terri,Lang,EMP1216,Sarah Brown,9/9/2020,7,55.12,385.84,Cancelled
SALE1417,PROD100,Michele,Erickson,EMP1247,Emily Williams,4/8/1995,8,43.68,349.44,Pending
SALE1418,PROD112,Michael,Flores,EMP1085,Michael Smith,9/26/2023,10,73.39,733.9,Cancelled
SALE1419,PROD120,Jessica,Nguyen,EMP1075,David Williams,4/2/2005,5,83.04,415.2,Completed
SALE1420,PROD110,Tiffany,Williams,EMP1198,John Williams,7/26/2001,4,34.59,138.36,Completed
SALE1421,PROD112,Michelle,Hall,EMP1287,Sarah Garcia,7/2/2007,2,65.46,130.92,Completed
SALE1422,PROD102,Cory,Guzman,EMP1092,David Johnson,10/13/1980,4,22.61,90.44,Cancelled
SALE1423,PROD120,Tiffany,Williams,EMP1198,Emily Jones,6/30/2002,6,44.54,267.24,Pending
SALE1424,PROD114,Robert,Weber,EMP1211,Emily Johnson,3/16/1980,5,15.39,76.95,Pending
SALE1425,PROD118,Dennis,Nguyen,EMP1239,Sarah Johnson,12/3/1989,3,21.26,63.78,Pending
SALE1426,PROD115,Jason,Mathews,EMP1223,Laura Garcia,6/29/2019,7,94.66,662.62,Cancelled
SALE1427,PROD119,James,Chavez,EMP1159,Emily Garcia,3/7/2009,8,56.35,450.8,Pending
SALE1428,PROD111,Robert,Weber,EMP1211,Laura Brown,12/22/1979,10,49.16,491.6,Pending
SALE1429,PROD111,Ariana,Graham,EMP1114,Sarah Jones,11/30/1994,5,68.8,344,Cancelled
SALE1430,PROD101,Scott,Brown,EMP1098,Emily Garcia,2/25/1996,6,82.67,496.02,Pending
SALE1431,PROD118,Adrian,Smith,EMP1237,Laura Johnson,3/14/1980,5,16.59,82.95,Completed
SALE1432,PROD112,Natasha,Reid,EMP1185,Michael Smith,8/4/2002,3,93.59,280.77,Cancelled
SALE1433,PROD119,Elizabeth,Baker,EMP1183,John Brown,4/4/1991,3,15.45,46.35,Pending
SALE1434,PROD113,Christopher,Berry,EMP1141,David Johnson,2/22/2012,9,45.4,408.6,Pending
SALE1435,PROD120,Marcus,Nichols,EMP1087,David Jones,1/10/2016,9,17.46,157.14,Pending
SALE1436,PROD110,Ashley,Carey,EMP1283,Michael Williams,1/26/1977,7,76.38,534.66,Pending
SALE1437,PROD101,James,Chavez,EMP1159,John Brown,5/14/2009,1,24.67,24.67,Completed
SALE1438,PROD104,Christina,Watkins,EMP1021,Sarah Williams,5/30/1981,1,26.28,26.28,Completed
SALE1439,PROD117,Dana,Davis,EMP1194,Michael Johnson,4/21/1985,5,35.76,178.8,Completed
SALE1440,PROD111,Jared,Salinas,EMP1133,Laura Smith,8/15/1963,8,33.45,267.6,Cancelled
SALE1441,PROD110,James,Carter,EMP1273,John Williams,5/27/1998,6,63.12,378.72,Pending
SALE1442,PROD115,Jason,Johnson,EMP1061,David Jones,1/5/1976,10,20.32,203.2,Completed
SALE1443,PROD107,Andrew,Thornton,EMP1013,Emily Smith,1/23/1966,2,26.37,52.74,Cancelled
SALE1444,PROD103,Mackenzie,Cox DVM,EMP1166,John Williams,9/2/1965,10,61.81,618.1,Pending
SALE1001,PROD116,Susan,Horn,EMP1157,John Johnson,2/7/1994,6,24.55,147.3,Pending
SALE1446,PROD108,Luis,Young,EMP1282,Michael Johnson,12/9/2008,6,7.55,45.3,Pending
SALE1447,PROD100,Raven,Adams,EMP1178,David Williams,7/2/2001,2,46.21,92.42,Cancelled
SALE1448,PROD107,Alan,Smith,EMP1049,John Garcia,1/28/1989,4,17.63,70.52,Cancelled
SALE1449,PROD112,Alex,Anderson,EMP1077,Laura Brown,9/22/1998,3,88.6,265.8,Completed
SALE1450,PROD119,Robert,Weber,EMP1211,Sarah Jones,2/13/1981,8,27.44,219.52,Completed
SALE1451,PROD104,Alan,Smith,EMP1049,Sarah Jones,5/13/1987,10,51.71,517.1,Completed
SALE1452,PROD117,Ana,Horton MD,EMP1276,Michael Smith,8/29/2004,6,15.59,93.54,Completed
SALE1453,PROD119,Michael,Gregory,EMP1067,David Williams,12/26/1972,10,61.79,617.9,Completed
SALE1454,PROD108,Jenny,Daniel,EMP1146,Emily Williams,2/3/2001,9,14.58,131.22,Completed
SALE1455,PROD116,Luke,Smith,EMP1010,Sarah Smith,8/6/1981,10,31.57,315.7,Pending
SALE1456,PROD113,Denise,Wallace,EMP1143,Emily Jones,4/18/1971,10,30.21,302.1,Cancelled
SALE1457,PROD115,Diane,Jones,EMP1275,Emily Johnson,7/23/1959,6,47.7,286.2,Completed
SALE1458,PROD113,Dennis,Nguyen,EMP1239,David Garcia,11/16/1988,5,18.46,92.3,Cancelled
SALE1459,PROD105,Mary,Rosales,EMP1160,David Jones,2/19/2010,2,67.74,135.48,Pending
SALE1460,PROD104,Richard,Rogers,EMP1104,Laura Smith,3/31/1962,7,76.67,536.69,Cancelled
SALE1461,PROD108,Sharon,Bass,EMP1001,Sarah Jones,7/21/1994,6,69,414,Pending
SALE1462,PROD117,Caleb,Thompson,EMP1280,Laura Smith,10/23/1964,3,28.99,86.97,Pending
SALE1463,PROD113,Antonio,Hansen,EMP1139,Sarah Williams,11/14/1979,9,57.34,516.06,Cancelled
SALE1464,PROD107,Christopher,Berry,EMP1141,John Garcia,11/7/2010,4,86.42,345.68,Cancelled
SALE1465,PROD104,Emily,Fischer,EMP1094,Emily Smith,10/23/1983,1,25.76,25.76,Pending
SALE1466,PROD100,Melissa,Rodriguez,EMP1248,Sarah Smith,4/22/1981,9,19.9,179.1,Cancelled
SALE1467,PROD117,Jacob,Dickerson,EMP1195,Michael Brown,8/1/1977,6,31.74,190.44,Completed
SALE1468,PROD103,Joseph,Nunez,EMP1040,John Brown,7/27/1963,7,50.29,352.03,Completed
SALE1469,PROD104,Amy,Hines,EMP1249,Laura Williams,5/25/1989,5,44.35,221.75,Pending
SALE1470,PROD115,Lawrence,Harris,EMP1072,Michael Johnson,2/11/2010,8,39.66,317.28,Completed
SALE1471,PROD101,Sharon,Bass,EMP1001,Laura Smith,1/5/1995,6,23.79,142.74,Completed
SALE1472,PROD105,Timothy,Miller,EMP1258,John Brown,7/3/1984,1,29.74,29.74,Completed
SALE1473,PROD118,Elizabeth,Baker,EMP1183,John Jones,7/4/1987,2,12.16,24.32,Pending
SALE1474,PROD103,Andrea,Hoffman,EMP1045,Emily Johnson,7/2/2022,6,33.04,198.24,Pending
SALE1475,PROD112,Robert,Carroll,EMP1090,Laura Brown,8/20/1967,1,8.53,8.53,Pending
SALE1476,PROD116,Erin,Scott,EMP1069,Sarah Brown,12/16/2026,8,34.68,277.44,Completed
SALE1477,PROD101,Edward,Roy,EMP1009,David Garcia,1/29/2003,1,10.08,10.08,Completed
SALE1478,PROD116,Michael,Flores,EMP1085,Laura Brown,7/1/2023,9,26.36,237.24,Cancelled
SALE1479,PROD110,Scott,Boyd,EMP1119,Michael Williams,11/11/1998,2,92.43,184.86,Completed
SALE1480,PROD101,Jasmine,Matthews,EMP1036,Sarah Johnson,1/22/2003,5,35.35,176.75,Completed
SALE1481,PROD101,Dennis,Nguyen,EMP1239,Laura Jones,10/8/1988,5,89.82,449.1,Cancelled
SALE1482,PROD102,Peggy,Barker,EMP1057,Laura Williams,2/12/2021,2,24.78,49.56,Completed
SALE1483,PROD107,Amanda,Miller,EMP1126,David Johnson,2/18/2004,8,50.53,404.24,Completed
SALE1484,PROD114,Barry,Young,EMP1137,Laura Williams,9/21/1995,3,82.25,246.75,Completed
SALE1485,PROD104,Robin,Pitts,EMP1188,Sarah Williams,11/27/2009,6,23.68,142.08,Cancelled
SALE1486,PROD106,Joshua,Baker,EMP1298,Sarah Brown,1/6/1974,5,86.46,432.3,Cancelled
SALE1487,PROD109,Karen,Bautista,EMP1095,Laura Smith,1/3/2020,10,7.14,71.4,Cancelled
SALE1488,PROD114,Louis,Mccullough,EMP1277,David Jones,8/11/1986,3,51.65,154.95,Cancelled
SALE1007,PROD107,Courtney,Adams,EMP1279,Michael Garcia,5/5/1961,9,58.46,526.14,Completed
SALE1490,PROD101,Jesse,Hansen,EMP1015,Laura Jones,6/5/2019,2,14.75,29.5,Cancelled
SALE1491,PROD111,Antonio,Hansen,EMP1139,Emily Brown,8/24/1980,1,60.26,60.26,Pending
SALE1492,PROD104,Brooke,Bell,EMP1140,David Johnson,5/17/1990,6,67,402,Completed
SALE1493,PROD105,Elizabeth,Bradshaw,EMP1217,Emily Brown,2/27/1987,2,98.18,196.36,Cancelled
SALE1494,PROD105,Joel,Smith,EMP1295,Sarah Smith,9/6/1999,9,22.3,200.7,Cancelled
SALE1020,PROD103,Patrick,Brown,EMP1257,Michael Smith,5/30/1984,9,16.15,145.35,Cancelled
SALE1496,PROD109,Natasha,Reid,EMP1185,Sarah Williams,1/14/2006,10,50.17,501.7,Cancelled
SALE1497,PROD113,Joan,White,EMP1059,Emily Smith,12/10/1990,7,92.28,645.96,Pending
SALE1498,PROD103,Timothy,Miller,EMP1258,Emily Jones,1/6/1988,2,20.7,41.4,Pending
SALE1499,PROD105,Alan,Smith,EMP1049,David Johnson,11/10/1988,9,71.54,643.86,Pending
